filename,pothole_count,minor_count,medium_count,major_count,highest_predicted_severity,priority_score_max,confidence_min,review_flag,priority_category
0b360769-img-338.jpg,1,0,0,1,major_pothole,2.657765046255088,0.7285556375731075,False,CRITICAL
1e952089-img-481.jpg,2,0,0,2,major_pothole,2.739314467587242,0.7415098273909285,False,CRITICAL
27592eb4-img-389.jpg,6,0,2,4,major_pothole,2.7447887955559853,0.4952362970552387,False,CRITICAL
3fca2974-img-613.jpg,3,0,2,1,major_pothole,2.729776533828557,0.4918692804791714,False,CRITICAL
58c33a05-img-392.jpg,5,0,3,2,major_pothole,2.5579497016342043,0.5484892847877229,False,HIGH
783bde8f-img-622.jpg,16,0,13,3,major_pothole,2.80489414410107,0.5449090447599101,False,CRITICAL
7f54daf5-img-349.jpg,2,0,1,1,major_pothole,2.664802596495373,0.6445299388386587,False,CRITICAL
8d4997e8-img-649.jpg,2,0,0,2,major_pothole,2.679161871963097,0.7097368782935823,False,CRITICAL
96d6e1f7-img-339.jpg,5,0,4,1,major_pothole,2.6272369342320294,0.5822377515465881,False,CRITICAL
ab5a6542-img-599.jpg,23,3,20,0,medium_pothole,2.332084001201429,0.4373249510211895,True,REVIEW REQUIRED
b8f567ca-img-625.jpg,3,0,0,3,major_pothole,2.7655040977096235,0.7323304696291529,False,CRITICAL
c0a58e21-img-655.jpg,10,0,5,5,major_pothole,2.6885200374619767,0.5882698332839944,False,CRITICAL
cd8b432e-img-663.jpg,17,0,15,2,major_pothole,2.58626777829132,0.5606163899424706,False,HIGH
d0c3cc66-img-556.jpg,12,1,10,1,major_pothole,2.7280954737044936,0.5384380352559545,False,CRITICAL
db9c2aaa-img-480.jpg,7,0,5,2,major_pothole,2.799542212943684,0.5476646844294142,False,CRITICAL
e7a7d17b-img-479.jpg,1,0,0,1,major_pothole,2.834134432368656,0.8568625792625858,False,CRITICAL
img-1.jpg,1,0,1,0,medium_pothole,2.120274431912183,0.7079185175785226,False,HIGH
img-10.jpg,1,0,1,0,medium_pothole,1.89043318424724,0.6831539134545033,False,MEDIUM
img-100.jpg,1,0,1,0,medium_pothole,1.9148961657777852,0.6801143875147556,False,MEDIUM
img-101.jpg,2,0,2,0,medium_pothole,1.8852533688125812,0.5618161567856975,False,MEDIUM
img-102.jpg,1,0,1,0,medium_pothole,1.8791417519348312,0.653551600525976,False,MEDIUM
img-103.jpg,1,0,1,0,medium_pothole,1.936931512395631,0.6852981198885236,False,MEDIUM
img-104.jpg,2,1,1,0,medium_pothole,2.08141226568958,0.6674693247322077,False,HIGH
img-105.jpg,2,1,1,0,medium_pothole,1.8142159655031131,0.6232028718122994,False,MEDIUM
img-106.jpg,2,0,2,0,medium_pothole,2.1545490788003523,0.6601859376319341,False,HIGH
img-107.jpg,1,0,1,0,medium_pothole,2.043305150096715,0.6545978845273897,False,HIGH
img-108.jpg,5,3,2,0,medium_pothole,1.893207836270767,0.583086100260747,False,MEDIUM
img-109.jpg,3,1,2,0,medium_pothole,1.9184284403242535,0.498736451093433,False,MEDIUM
img-11.jpg,1,0,1,0,medium_pothole,2.059670468184605,0.6569911413172553,False,HIGH
img-110.jpg,2,1,1,0,medium_pothole,2.203701214062753,0.5375904015769394,False,HIGH
img-111.jpg,3,2,1,0,medium_pothole,1.906867744578164,0.5545683838177885,False,MEDIUM
img-112.jpg,1,0,1,0,medium_pothole,2.134110996613864,0.7098918061185897,False,HIGH
img-113.jpg,1,0,0,1,major_pothole,2.7262460873586605,0.7656163414655565,False,CRITICAL
img-114.jpg,1,0,1,0,medium_pothole,1.756912191827306,0.5823159558228724,False,MEDIUM
img-115.jpg,1,0,1,0,medium_pothole,1.9553335769778768,0.6854147418810789,False,MEDIUM
img-116.jpg,2,1,1,0,medium_pothole,2.0193421380604484,0.5795913547485365,False,HIGH
img-117.jpg,2,1,1,0,medium_pothole,1.840822356753319,0.6004166735137858,False,MEDIUM
img-118.jpg,1,0,0,1,major_pothole,2.7346030920840536,0.7682961552617802,False,CRITICAL
img-119.jpg,2,0,2,0,medium_pothole,1.9965067674347845,0.6510736874054939,False,MEDIUM
img-12.jpg,1,0,1,0,medium_pothole,1.977350244998957,0.6436062534058385,False,MEDIUM
img-120.jpg,1,0,1,0,medium_pothole,1.9721266741767047,0.7016727778319116,False,MEDIUM
