filename,predicted_severity,probability_minor,probability_medium,probability_major,prediction_confidence,uncertainty,priority_score,priority_category,recommendation,bbox_width,bbox_height,bbox_area,rel_bbox_width,rel_bbox_height,rel_bbox_area,bbox_aspect_ratio,log_bbox_area,review_required
img-1.jpg,medium_pothole,0.0859035252546467,0.7079185175785226,0.2061779571668304,0.7079185175785226,0.2920814824214773,2.120274431912183,HIGH,schedule inspection and maintenance planning,312,138,43056,0.4333333333333333,0.1916666666666666,0.0830555555555555,2.260869565217391,10.670280098263682,False
img-10.jpg,medium_pothole,0.2132064511491283,0.6831539134545033,0.1036396353963684,0.6831539134545033,0.3168460865454967,1.89043318424724,MEDIUM,schedule inspection and maintenance planning,159,141,22419,0.2208333333333333,0.1958333333333333,0.0432465277777777,1.127659574468085,10.017708696626151,False
img-100.jpg,medium_pothole,0.2024947233537297,0.6801143875147556,0.1173908891315148,0.6801143875147556,0.3198856124852444,1.9148961657777852,MEDIUM,schedule inspection and maintenance planning,199,116,23084,0.2763888888888889,0.1611111111111111,0.0445293209876543,1.7155172413793105,10.046938334941087,False
img-101.jpg,medium_pothole,0.2198727051023445,0.6750012209827297,0.1051260739149258,0.6750012209827297,0.3249987790172702,1.8852533688125812,MEDIUM,schedule inspection and maintenance planning,166,129,21414,0.2305555555555555,0.1791666666666666,0.0413078703703703,1.2868217054263569,9.971846890049472,False
img-101.jpg,medium_pothole,0.3399142880111535,0.5618161567856975,0.0982695552031489,0.5618161567856975,0.4381838432143025,1.758355267191995,MEDIUM,schedule inspection and maintenance planning,157,94,14758,0.2180555555555555,0.1305555555555555,0.0284683641975308,1.6702127659574468,9.599608345181776,False
img-102.jpg,medium_pothole,0.2336533237695965,0.653551600525976,0.1127950757044275,0.653551600525976,0.3464483994740239,1.8791417519348312,MEDIUM,schedule inspection and maintenance planning,262,304,79648,0.3638888888888889,0.4222222222222222,0.153641975308642,0.8618421052631579,11.285384760331572,False
img-103.jpg,medium_pothole,0.1888851838579228,0.6852981198885236,0.1258166962535536,0.6852981198885236,0.3147018801114764,1.936931512395631,MEDIUM,schedule inspection and maintenance planning,215,115,24725,0.2986111111111111,0.1597222222222222,0.0476948302469135,1.8695652173913044,10.115610600566871,False
img-104.jpg,medium_pothole,0.1255592047891056,0.6674693247322077,0.2069714704786864,0.6674693247322077,0.3325306752677923,2.08141226568958,HIGH,schedule inspection and maintenance planning,245,171,41895,0.3402777777777778,0.2375,0.0808159722222222,1.432748538011696,10.642945635959324,False
img-104.jpg,minor_pothole,0.7817397607683342,0.1797663849297445,0.0384938543019216,0.7817397607683342,0.2182602392316658,1.256754093533588,LOW,monitor and include in routine maintenance review,65,59,3835,0.0902777777777777,0.0819444444444444,0.007397762345679,1.1016949152542372,8.252185436003328,False
img-105.jpg,medium_pothole,0.2812905813422929,0.6232028718122994,0.0955065468454073,0.6232028718122994,0.3767971281877006,1.8142159655031131,MEDIUM,schedule inspection and maintenance planning,151,113,17063,0.2097222222222222,0.1569444444444444,0.0329147376543209,1.336283185840708,9.744726260151186,False
img-105.jpg,minor_pothole,0.7576348019889323,0.2122173608569193,0.0301478371541484,0.7576348019889323,0.2423651980110677,1.272513035165216,LOW,monitor and include in routine maintenance review,43,37,1591,0.0597222222222222,0.0513888888888888,0.0030690586419753,1.162162162162162,7.372746366404328,False
img-106.jpg,medium_pothole,0.0892416786719668,0.6669675638557145,0.2437907574723187,0.6669675638557145,0.3330324361442854,2.1545490788003523,HIGH,schedule inspection and maintenance planning,367,307,112669,0.5097222222222222,0.4263888888888889,0.2173398919753086,1.1954397394136809,11.632218471158213,False
img-106.jpg,medium_pothole,0.2546005541260235,0.6601859376319341,0.0852135082420422,0.6601859376319341,0.3398140623680659,1.8306129541160183,MEDIUM,schedule inspection and maintenance planning,113,164,18532,0.1569444444444444,0.2277777777777777,0.0357484567901234,0.6890243902439024,9.82730820579731,False
img-107.jpg,medium_pothole,0.1510484826879476,0.6545978845273897,0.1943536327846628,0.6545978845273897,0.3454021154726103,2.043305150096715,HIGH,schedule inspection and maintenance planning,226,173,39098,0.3138888888888889,0.2402777777777777,0.075420524691358,1.30635838150289,10.57385217019883,False
img-108.jpg,medium_pothole,0.2147987982666402,0.6771945671959523,0.1080066345374074,0.6771945671959523,0.3228054328040477,1.893207836270767,MEDIUM,schedule inspection and maintenance planning,172,128,22016,0.2388888888888889,0.1777777777777777,0.0424691358024691,1.34375,9.999570161213173,False
img-108.jpg,minor_pothole,0.7527565673357122,0.2006880559177441,0.0465553767465434,0.7527565673357122,0.2472434326642878,1.2937988094108306,LOW,monitor and include in routine maintenance review,73,67,4891,0.1013888888888888,0.0930555555555555,0.009434799382716,1.0895522388059702,8.495356496807062,False
img-108.jpg,minor_pothole,0.7378021730567932,0.2136256334035351,0.0485721935396717,0.7378021730567932,0.2621978269432068,1.3107700204828785,LOW,monitor and include in routine maintenance review,59,32,1888,0.0819444444444444,0.0444444444444444,0.0036419753086419,1.84375,7.543802867501509,False
img-108.jpg,medium_pothole,0.3360634930268292,0.583086100260747,0.0808504067124238,0.583086100260747,0.4169138997392529,1.744786913685595,MEDIUM,schedule inspection and maintenance planning,118,122,14396,0.1638888888888889,0.1694444444444444,0.027770061728395,0.9672131147540984,9.574775130526357,False
img-108.jpg,minor_pothole,0.7906514467817042,0.1829104318819024,0.0264381213363935,0.7906514467817042,0.2093485532182958,1.2357866745546895,LOW,monitor and include in routine maintenance review,48,63,3024,0.0666666666666666,0.0875,0.0058333333333333,0.7619047619047619,8.014666370464942,False
img-109.jpg,minor_pothole,0.498736451093433,0.4227492786042677,0.0785142703022991,0.498736451093433,0.501263548906567,1.5797778192088656,MEDIUM,schedule inspection and maintenance planning,114,93,10602,0.1583333333333333,0.1291666666666666,0.0204513888888888,1.2258064516129032,9.268892258925796,False
img-109.jpg,medium_pothole,0.1995402534165447,0.6824910528426564,0.1179686937407987,0.6824910528426564,0.3175089471573435,1.9184284403242535,MEDIUM,schedule inspection and maintenance planning,172,166,28552,0.2388888888888889,0.2305555555555555,0.0550771604938271,1.036144578313253,10.259517288372871,False
img-109.jpg,medium_pothole,0.308738018388105,0.5896951563857611,0.1015668252261338,0.5896951563857611,0.4103048436142389,1.7928288068380287,MEDIUM,schedule inspection and maintenance planning,168,94,15792,0.2333333333333333,0.1305555555555555,0.0304629629629629,1.7872340425531914,9.667322082870054,False
